spese,homepage,id,lingua,title,popolarità,data uscita,incassi,durata
175000000,http://www.suicidesquad.com/,297761,en,Suicide Squad,90.23791999999999,2016-08-02,745000000,123.0
175000000,http://www.evanalmighty.com/,2698,en,Evan Almighty,27.082182,2007-06-09,173000000,96.0
178000000,http://www.edgeoftomorrowmovie.com/,137113,en,Edge of Tomorrow,79.456485,2014-05-27,370541256,113.0
175000000,,9804,en,Waterworld,44.640291999999995,1995-07-28,264218220,135.0
175000000,http://www.gijoemovie.com/,14869,en,G.I. Joe: The Rise of Cobra,32.852443,2009-08-04,302469017,118.0
175000000,http://movies.disney.com/inside-out,150540,en,Inside Out,128.65596399999998,2015-06-09,857611174,94.0
175000000,http://movies.disney.com/the-jungle-book-2016,278927,en,The Jungle Book,94.19931600000001,2016-04-07,966550600,106.0
200000000,http://www.ironmanmovie.com/,10138,en,Iron Man 2,77.30019399999999,2010-04-28,623933331,124.0
170000000,http://www.snowwhiteandthehuntsman.com/,58595,en,Snow White and the Huntsman,77.178973,2012-05-30,396600000,127.0
180000000,http://movies.disney.com/maleficent,102651,en,Maleficent,110.62064699999999,2014-05-28,758539785,97.0
170000000,http://www.dawnofapes.com/,119450,en,Dawn of the Planet of the Apes,243.79174300000003,2014-06-26,710644566,130.0
27000000,,79698,en,The Lovers,2.418535,2015-02-13,0,109.0
175000000,,64686,en,47 Ronin,41.796339,2013-12-06,150962475,119.0
170000000,http://www.captainamericathewintersoldiermovie.com,100402,en,Captain America: The Winter Soldier,72.22526500000001,2014-03-20,714766572,136.0
165000000,http://www.shrekforeverafter.com/,10192,en,Shrek Forever After,44.041185999999996,2010-05-16,752600867,93.0
190000000,http://movies.disney.com/tomorrowland,158852,en,Tomorrowland,130.311355,2015-05-19,209154322,130.0
165000000,http://movies.disney.com/big-hero-6,177572,en,Big Hero 6,203.73459,2014-10-24,652105443,102.0
165000000,http://disney.go.com/wreck-it-ralph,82690,en,Wreck-It Ralph,62.341073,2012-11-01,471222889,108.0
165000000,,5255,en,The Polar Express,47.323228,2004-11-10,305875730,100.0
165000000,http://www.warof1996.com,47933,en,Independence Day: Resurgence,48.775723,2016-06-22,389681935,120.0
165000000,http://www.howtotrainyourdragon.com/,10191,en,How to Train Your Dragon,67.263269,2010-03-05,494878759,98.0
200000000,,296,en,Terminator 3: Rise of the Machines,69.405188,2003-07-02,435000000,109.0
170000000,http://marvel.com/guardians,118340,en,Guardians of the Galaxy,481.09862400000003,2014-07-30,773328629,121.0
165000000,http://www.interstellarmovie.net/,157336,en,Interstellar,724.247784,2014-11-05,675120017,169.0
160000000,http://inceptionmovie.warnerbros.com/,27205,en,Inception,167.58371,2010-07-14,825532764,148.0
15000000,,315011,ja,シン・ゴジラ,9.476999000000001,2016-07-29,77000000,120.0
250000000,http://www.thehobbit.com/,49051,en,The Hobbit: An Unexpected Journey,108.849621,2012-11-26,1021103568,169.0
38000000,,9799,en,The Fast and the Furious,6.909942,2001-06-22,207283925,106.0
150000000,http://www.benjaminbutton.com/,4922,en,The Curious Case of Benjamin Button,60.269279000000004,2008-11-24,333932083,166.0
160000000,http://www.x-menfirstclassmovie.com/,49538,en,X-Men: First Class,3.195174,2011-05-24,353624124,132.0
160000000,http://www.thehungergames.movie/,131634,en,The Hunger Games: Mockingjay - Part 2,127.28442700000001,2015-11-18,653428261,137.0
150000000,http://disney.go.com/disneypictures/sorcerersapprentice/,27022,en,The Sorcerer's Apprentice,35.580815,2010-07-13,215283742,109.0
160000000,http://www2.warnerbros.com/poseidon/,503,en,Poseidon,21.133748,2006-05-12,181674817,99.0
170000000,http://movies.disney.com/alice-through-the-looking-glass,241259,en,Alice Through the Looking Glass,56.268916000000004,2016-05-25,299370084,113.0
160000000,http://www.shrekthethird.com/flash/index.html,810,en,Shrek the Third,42.986467,2007-05-17,798958165,93.0
160000000,http://www.warcraft-themovie.com/,68735,en,Warcraft,63.148529,2016-05-25,433677183,123.0
155000000,http://www.terminatormovie.com/,87101,en,Terminator Genisys,202.04263500000002,2015-06-23,440603537,126.0
155000000,,10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984000000004,2010-08-13,415686217,113.0
140000000,,676,en,Pearl Harbor,34.20669,2001-05-21,449220945,183.0
150000000,http://www.transformersmovie.com/,1858,en,Transformers,25.468493,2007-06-27,709709780,144.0
155000000,,1966,en,Alexander,39.019228999999996,2004-11-21,167298192,175.0
150000000,http://www.harrypotterorderofthephoenix.com/,675,en,Harry Potter and the Order of the Phoenix,78.14439499999999,2007-06-28,938212738,138.0
150000000,http://harrypotter.warnerbros.com/,674,en,Harry Potter and the Goblet of Fire,101.250416,2005-11-05,895921036,157.0
150000000,http://www.sonypictures.com/movies/hancock/,8960,en,Hancock,56.758410999999995,2008-07-01,624029371,92.0
150000000,http://iamlegend.warnerbros.com/,6479,en,I Am Legend,70.867401,2007-12-14,585349010,101.0
150000000,https://www.warnerbros.com/charlie-and-chocolate-factory,118,en,Charlie and the Chocolate Factory,53.905592000000006,2005-07-13,474968763,115.0
150000000,http://disney.go.com/disneypictures/ratatouille/,2062,en,Ratatouille,65.677399,2007-06-22,623722818,111.0
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,en,Batman Begins,115.040024,2005-06-10,374218673,140.0
150000000,http://www.madagascar-themovie.com,10527,en,Madagascar: Escape 2 Africa,44.141021,2008-10-30,603900354,89.0
150000000,http://www.nightatthemuseummovie.com,18360,en,Night at the Museum: Battle of the Smithsonian,81.781591,2009-05-20,413106170,105.0
150000000,http://www.x-menorigins.com/,2080,en,X-Men Origins: Wolverine,5.954333999999999,2009-04-28,373062864,107.0
150000000,,605,en,The Matrix Revolutions,73.313918,2003-11-05,424988211,129.0
150000000,http://movies.disney.com/frozen,109445,en,Frozen,165.12536599999999,2013-11-27,1274219009,102.0
150000000,,604,en,The Matrix Reloaded,70.78591,2003-05-15,738599701,138.0
170000000,http://marvel.com/thor,76338,en,Thor: The Dark World,99.499595,2013-10-29,644571402,112.0
150000000,http://www.madmaxmovie.com/,76341,en,Mad Max: Fury Road,434.27856399999996,2015-05-13,378858340,120.0
150000000,http://www.angelsanddemons.com/,13448,en,Angels & Demons,67.447636,2009-05-13,356613439,138.0
150000000,http://thor.marvel.com/,10195,en,Thor,86.493424,2011-04-21,449326618,115.0
150000000,http://movies.disney.com/bolt,13053,en,Bolt,41.845878000000006,2008-11-21,309979994,98.0
150000000,http://disney.go.com/disneypictures/gforce/,19585,en,G-Force,26.710397999999998,2009-07-21,292817841,88.0
150000000,http://www.wrathofthetitansmovie.org,57165,en,Wrath of the Titans,44.927634999999995,2012-03-27,301000000,99.0
150000000,http://darkshadowsmovie.warnerbros.com,62213,en,Dark Shadows,50.306728,2012-05-08,245527149,113.0
150000000,http://www.missionimpossible.com,177677,en,Mission: Impossible - Rogue Nation,114.52223700000002,2015-07-23,682330139,131.0
150000000,http://www.thewolfmanmovie.com/,7978,en,The Wolfman,21.214571,2010-02-11,0,102.0
150000000,http://www.beemovie.com/,5559,en,Bee Movie,29.332905,2007-10-28,287594577,91.0
150000000,http://www.kungfupanda.com/,49444,en,Kung Fu Panda 2,51.247321,2011-05-25,665692281,91.0
150000000,http://www.thelastairbendermovie.com/,10196,en,The Last Airbender,33.769335999999996,2010-06-30,318502923,103.0
150000000,http://www.missionimpossible.com/,956,en,Mission: Impossible III,63.079003,2006-05-03,397850012,126.0
150000000,,117251,en,White House Down,39.004588,2013-06-27,205366737,131.0
150000000,http://disney.go.com/disneypictures/marsneedsmoms/#home,50321,en,Mars Needs Moms,12.362599000000001,2011-03-09,38992758,88.0
149000000,http://www.dreamworksanimation.com/flushed/,11619,en,Flushed Away,22.550135,2006-10-22,64459316,85.0
150000000,,266647,en,Pan,48.03528,2015-09-24,128388320,111.0
145000000,,82703,en,Mr. Peabody & Sherman,38.73494,2014-02-07,272912430,92.0
175000000,,652,en,Troy,66.803149,2004-05-13,497409852,163.0
145000000,,80321,en,Madagascar 3: Europe's Most Wanted,44.989191999999996,2012-06-06,746921274,93.0
140000000,http://www.mgm.com/view/movie/232/Die-Another-Day/,36669,en,Die Another Day,54.159392000000004,2002-11-17,431971116,133.0
144000000,http://www.ghostbusters.com/,43074,en,Ghostbusters,66.21806,2016-07-14,229147509,116.0
140000000,,95,en,Armageddon,58.485967,1998-07-01,553799566,151.0
140000000,http://www.sonypictures.com/homevideo/meninblackii/,608,en,Men in Black II,91.332849,2002-07-03,441818803,88.0
70000000,http://www.beowulfmovie.com/,2310,en,Beowulf,35.601665000000004,2007-11-05,195735876,115.0
145000000,http://www.kungfupanda.com/,140300,en,Kung Fu Panda 3,56.747978,2016-01-23,521170825,95.0
145000000,http://www.missionimpossible.com/,56292,en,Mission: Impossible - Ghost Protocol,77.77476999999999,2011-12-07,694713380,133.0
145000000,http://www.riseoftheguardians.com/,81188,en,Rise of the Guardians,61.788035,2012-11-21,306941670,97.0
100000000,http://www.sonypictures.com/movies/funwithdickandjane/,7552,en,Fun with Dick and Jane,25.159167999999998,2005-12-21,202026112,90.0
140000000,,616,en,The Last Samurai,52.341226,2003-12-05,456758981,154.0
140000000,http://www.exodusgodsandkings.com/,147441,en,Exodus: Gods and Kings,101.599427,2014-12-03,268031828,150.0
150000000,,13475,en,Star Trek,73.61680799999999,2009-05-06,385680446,127.0
139000000,http://www.sonypictures.com/movies/spider-man/,557,en,Spider-Man,82.502566,2002-05-01,821708551,121.0
145000000,http://www.howtotrainyourdragon.com/,82702,en,How to Train Your Dragon 2,100.21391,2014-06-12,609123048,102.0
140000000,,205584,en,Gods of Egypt,56.257249,2016-02-25,150680864,127.0
135000000,,10048,en,Stealth,17.88953,2005-07-28,76932943,121.0
130000000,https://www.warnerbros.com/watchmen,13183,en,Watchmen,64.798873,2009-03-05,185258983,163.0
140000000,,944,en,Lethal Weapon 4,24.855701,1998-07-10,285444603,127.0
137000000,,1927,en,Hulk,34.981698,2003-06-19,245360480,138.0
130000000,http://www.gijoemovie.com,72559,en,G.I. Joe: Retaliation,59.325589,2013-03-26,371876278,110.0
130000000,,7364,en,Sahara,21.605567999999998,2005-04-06,119269486,124.0
137000000,,2114,en,Final Fantasy: The Spirits Within,26.074907999999997,2001-07-02,85131830,106.0
140000000,http://captainamerica.marvel.com/,1771,en,Captain America: The First Avenger,74.50624599999999,2011-07-22,370569774,124.0
135000000,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,36643,en,The World Is Not Enough,39.604363,1999-11-08,361832400,128.0
150000000,http://www.masterandcommanderthefarsideoftheworld.com/,8619,en,Master and Commander: The Far Side of the World,36.973031,2003-11-14,212011111,138.0
120000000,,50620,en,The Twilight Saga: Breaking Dawn - Part 2,99.687084,2012-11-13,829000000,115.0
130000000,http://happyfeettwo.warnerbros.com/index.html,65759,en,Happy Feet Two,17.7735,2011-11-17,150406466,100.0
150000000,,1724,en,The Incredible Hulk,62.898336,2008-06-12,163712074,114.0
140000000,http://movies.disney.com/the-bfg,267935,en,The BFG,44.19092,2016-06-01,183345589,120.0
135000000,http://www.foxmovies.com/movies/the-revenant,281957,en,The Revenant,100.635882,2015-12-25,532950503,156.0
135000000,http://www.turbomovie.com/,77950,en,Turbo,44.765377,2013-07-11,282570682,96.0
135000000,http://www.rangomovie.com/,44896,en,Rango,29.913529999999998,2011-03-02,245724603,107.0
132000000,,270946,en,Penguins of Madagascar,84.366984,2014-11-22,373552094,92.0
70000000,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503,en,The Bourne Ultimatum,45.381501,2007-08-03,442824138,115.0
130000000,http://www.kungfupanda.com/,9502,en,Kung Fu Panda,84.68964799999999,2008-06-04,631744560,90.0
130000000,http://marvel.com/movies/movie/180/ant-man,102899,en,Ant-Man,120.09361000000001,2015-07-14,519311965,117.0
130000000,http://www.thehungergames.movie/,101299,en,The Hunger Games: Catching Fire,76.310119,2013-11-15,847423452,146.0
135000000,http://www.meettheboov.com/,228161,en,Home,63.473086,2015-03-18,368871007,94.0
132000000,,74,en,War of the Worlds,48.572726,2005-06-28,591739379,116.0
130000000,,8961,en,Bad Boys II,38.068736,2003-07-18,273339556,147.0
130000000,,417859,en,Puss in Boots,20.678787,2011-10-28,554987477,90.0
110000000,http://www.sonypictures.com/homevideo/salt/,27576,en,Salt,48.829437,2010-07-21,293329073,100.0
125000000,http://www.noahmovie.com,86834,en,Noah,46.115758,2014-03-20,362637473,139.0
130000000,http://www.us.movie.tintin.com/,17578,en,The Adventures of Tintin,89.938296,2011-10-25,371940071,107.0
130000000,,673,en,Harry Potter and the Prisoner of Azkaban,79.679601,2004-05-31,789804554,141.0
130000000,,6972,en,Australia,28.840996999999998,2008-11-18,49554002,165.0
130000000,,82700,en,After Earth,42.840582,2013-05-30,243843127,100.0
127500000,,10567,en,Dinosaur,26.548594,2000-05-19,354248063,82.0
127000000,,181533,en,Night at the Museum: Secret of the Tomb,115.597753,2014-12-17,349424282,97.0
130000000,http://www.megamind.com,38055,en,Megamind,68.757242,2010-10-28,321887208,95.0
125000000,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,671,en,Harry Potter and the Philosopher's Stone,109.984351,2001-11-16,976475550,152.0
130000000,http://www.ripd.com/,49524,en,R.I.P.D.,39.448066,2013-07-18,61648500,96.0
140000000,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,22,en,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,2003-07-09,655011224,143.0
125000000,http://www.thehungergames.movie/,131631,en,The Hunger Games: Mockingjay - Part 1,206.227151,2014-11-18,752100229,123.0
125000000,http://www.sonypictures.com/homevideo/thedavincicode/index.html,591,en,The Da Vinci Code,45.313196999999995,2006-05-17,767820459,149.0
103000000,http://www.riomovies.com/,172385,en,Rio 2,42.400240000000004,2014-03-19,500188435,102.0
110000000,,36658,en,X2,2.871739,2003-04-24,407711549,133.0
125000000,http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,en,Fast Five,7.255717999999999,2011-04-20,626137675,130.0
125000000,http://sherlockholmes2.warnerbros.com/index.html,58574,en,Sherlock Holmes: A Game of Shadows,81.49962099999999,2011-11-22,334615000,129.0
125000000,http://www.clash-of-the-titans.com/,18823,en,Clash of the Titans,47.686442,2010-04-01,232713139,106.0
65000000,,861,en,Total Recall,43.129703000000006,1990-06-01,261317921,113.0
160000000,,1911,en,The 13th Warrior,27.220157,1999-08-27,61698899,102.0
130000000,http://www.thebournelegacy.com/,49040,en,The Bourne Legacy,90.33681,2012-08-08,276572938,120.0
125000000,,415,en,Batman & Robin,50.073575,1997-06-20,238207122,125.0
123000000,http://www.grinched.com/,8871,en,How the Grinch Stole Christmas,45.419668,2000-11-17,345141403,104.0
125000000,http://www.thedayaftertomorrow.com/,435,en,The Day After Tomorrow,41.380094,2004-05-26,544272402,124.0
125000000,http://www.missionimpossible.com/,955,en,Mission: Impossible II,54.931334,2000-05-24,546388105,123.0
120000000,,2133,en,The Perfect Storm,25.752118,2000-03-15,325756637,130.0
130000000,,1979,en,4: Rise of the Silver Surfer,60.810722999999996,2007-06-13,289047763,92.0
120000000,http://www.lifeofpimovie.com/,87827,en,Life of Pi,51.328145,2012-11-20,609016565,127.0
110000000,http://www.sonypictures.com/movies/ghostrider/,1250,en,Ghost Rider,46.834703999999995,2007-02-16,228738393,114.0
120000000,http://www.jasonbournemovie.com,324668,en,Jason Bourne,62.641286,2016-07-27,415484914,123.0
120000000,,9471,en,Charlie's Angels: Full Throttle,33.616115,2003-06-27,259175788,106.0
130000000,http://www.projectprometheus.com/,70981,en,Prometheus,68.889395,2012-05-30,403170142,124.0
120000000,,10996,en,Stuart Little 2,27.990284000000003,2002-07-19,169956806,78.0
115000000,,68724,en,Elysium,67.33766999999999,2013-08-07,286140700,109.0
105000000,,2789,en,The Chronicles of Riddick,27.835435999999998,2004-06-11,115772733,119.0
120000000,http://www.robocop.com,97020,en,RoboCop,66.757869,2014-01-30,242688965,102.0
120000000,http://www.speedracerthemovie.warnerbros.com/,7459,en,Speed Racer,17.060695000000003,2008-05-09,93945766,135.0
120000000,http://www.howdoyouknow-movie.com/,42888,en,How Do You Know,11.137655,2010-12-17,48668907,121.0
117000000,http://www.knightanddaymovie.com,37834,en,Knight and Day,44.906918,2010-06-15,261930431,109.0
120000000,https://www.uphe.com/movies/oblivion,75612,en,Oblivion,67.698004,2013-04-10,286168572,124.0
113000000,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,1895,en,Star Wars: Episode III - Revenge of the Sith,44.108427,2005-05-17,850000000,140.0
120000000,http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,1894,en,Star Wars: Episode II - Attack of the Clones,43.987061,2002-05-15,649398328,142.0
115000000,http://movies.disney.com/monsters-inc,585,en,"Monsters, Inc.",106.815545,2001-11-01,562816256,92.0
120000000,http://www.thewolverinemovie.com,76170,en,The Wolverine,15.953444000000001,2013-07-23,415440673,126.0
115000000,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,1893,en,Star Wars: Episode I - The Phantom Menace,54.035265,1999-05-19,924317558,136.0
135000000,http://www.thecroodsmovie.com/,49519,en,The Croods,64.18332099999999,2013-03-20,585178928,98.0
97250400,http://www.asterixauxjeuxolympiques.com/index.php,2395,fr,Astérix aux Jeux Olympiques,20.344364000000002,2008-01-13,132900000,116.0
115000000,,12100,en,Windtalkers,18.714197,2002-06-14,77628265,134.0
115000000,http://www.thehuntsmanmovie.com/,290595,en,The Huntsman: Winter's War,60.467983999999994,2016-04-06,164602163,114.0
125000000,http://www.teenagemutantninjaturtlesmovie.com,98566,en,Teenage Mutant Ninja Turtles,143.350376,2014-08-07,477200000,101.0
105000000,http://gravitymovie.warnerbros.com/,49047,en,Gravity,110.153618,2013-09-27,716392705,91.0
116000000,,9619,en,Dante's Peak,16.90444,1997-02-07,178127760,108.0
135000000,http://www.teenagemutantninjaturtlesmovie.com/,308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,2016-06-01,245623848,112.0
120000000,http://www.fantasticfourmovie.com/,166424,en,Fantastic Four,38.126095,2015-08-05,167977596,100.0
110000000,,1593,en,Night at the Museum,48.780039,2006-10-20,574480841,108.0
110000000,http://www.sanandreasmovie.com/,254128,en,San Andreas,100.412364,2015-05-27,470490832,114.0
110000000,http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,en,Tomorrow Never Dies,42.887121,1997-12-11,333011068,119.0
110000000,,2024,en,The Patriot,23.657284,2000-06-28,215294342,165.0
110000000,http://oceans12.warnerbros.com/,163,en,Ocean's Twelve,76.840712,2004-12-09,362744280,125.0
110000000,,787,en,Mr. & Mrs. Smith,44.635452,2005-06-07,478207520,120.0
110000000,http://www.thedivergentseries.movie/#insurgent,262500,en,Insurgent,103.71838699999999,2015-03-18,295238201,119.0
116000000,,2567,en,The Aviator,45.616098,2004-12-17,102000000,170.0
112000000,,38745,en,Gulliver's Travels,22.845143,2010-12-25,237382724,85.0
120000000,http://www.sonypictures.com/movies/thegreenhornet/,40805,en,The Green Hornet,31.703608000000003,2011-01-12,227817248,119.0
110000000,http://www.300themovie.com/,53182,en,300: Rise of an Empire,71.51059599999999,2014-03-05,337580051,102.0
110000000,http://www.smurfhappens.com/,41513,en,The Smurfs,36.65422,2011-07-29,563749323,103.0
110000000,http://movies.disney.com/home-on-the-range,13700,en,Home on the Range,19.625972,2004-04-02,103951461,76.0
110000000,http://www.thedivergentseries.movie/#allegiant,262504,en,Allegiant,86.105615,2016-03-09,179246868,121.0
110000000,http://www.steelgetsreal.com/,39254,en,Real Steel,37.195046000000005,2011-09-28,299268508,127.0
